"Item_Name","Item_Description","Food_Category","Calories","Total_Fat","Saturated_Fat","Trans_Fat","Cholesterol","Sodium","Potassium","Carbohydrates","Protein","Sugar","Dietary_Fiber","Calories_100g","Total_Fat_100g","Saturated_Fat_100g","Trans_Fat_100g","Cholesterol_100g","Sodium_100g","Potassium_100g","Carbohydrates_100g","Protein_100g","Sugar_100g","Dietary_Fiber_100g"
"The Culver's Bacon Deluxe, Double","The Culver's Bacon Deluxe on a Buttered Bun w/ Beef Patty, 2 Strips of Bacon, Wisconsin Cheese, Lettuce, Tomatoes, Pickles, Red Onion & Signature Mayo, ButterBurgers, Double","Burgers",850,56,21,1.4,165,1305,NA,43,43,8,1,284,19,7,0,55,436,NA,14,14,3,0
"The Culver's Bacon Deluxe, Single","The Culver's Bacon Deluxe on a Buttered Bun w/ Beef Patty 2 Strips of Bacon, Wisconsin Cheese, Lettuce, Tomatoes, Pickles, Red Onion & Signature Mayo, ButterBurgers, Single; Choice in: SnackPak","Burgers",610,37,12.5,0.7,95,1080,NA,42,26,7,1,274,17,6,0,43,484,NA,19,12,3,0
"The Culver's Bacon Deluxe, Triple","The Culver's Bacon Deluxe on a Buttered Bun w/ Beef Patty, 2 Strips of Bacon, Wisconsin Cheese, Lettuce, Tomatoes, Pickles, Red Onion & Signature Mayo, ButterBurgers, Triple","Burgers",1090,75,29.5,2.1,235,1530,NA,44,60,9,1,291,20,8,1,63,408,NA,12,16,2,0
"The Culver's Deluxe, Double","The Culver's Deluxe on a Buttered Bun w/ Beef Patty, Wisconsin Cheese, Lettuce, Tomatoes, Pickles, Red Onion & Signature Mayo, ButterBurgers, Double","Burgers",810,52,20,1.5,150,1150,NA,43,41,8,1,277,18,7,1,51,394,NA,15,14,3,0
"The Culver's Deluxe, Single","The Culver's Deluxe on a Buttered Bun w/ Beef Patty, Wisconsin Cheese, Lettuce, Tomatoes, Pickles, Red Onion & Signature Mayo, Single, ButterBurgers; Choice in: SnackPak","Burgers",570,34,11.5,0.7,85,925,NA,42,23,7,1,264,16,5,0,39,428,NA,19,11,3,0
"The Culver's Deluxe, Triple","The Culver's Deluxe on a Buttered Bun w/ Beef Patty, Wisconsin Cheese, Lettuce, Tomatoes, Pickles, Red Onion & Signature Mayo, ButterBurgers, Triple","Burgers",1050,72,28.5,2.1,225,1375,NA,44,57,9,1,285,20,8,1,61,374,NA,12,15,2,0
"Wisconsin Swiss Melt, Double","Wisconsin Swiss Melt on Buttered Rye Bread w/ Beef Patty, Wisconsin Swiss Cheese & Red Onions, ButterBurgers, Double","Burgers",710,43,19,1.4,150,755,NA,35,46,2,4,263,16,7,1,56,280,NA,13,17,1,1
"Wisconsin Swiss Melt, Single","Wisconsin Swiss Melt on Buttered Rye Bread w/ Beef Patty, Wisconsin Cheese & Red Onions, ButterBurgers, Single","Burgers",460,24,10.5,0.7,80,620,NA,34,26,2,4,260,14,6,0,45,350,NA,19,15,1,2
"Wisconsin Swiss Melt, Triple","Wisconsin Swiss Melt on Buttered Rye Bread w/ Beef Patty, Wisconsin Cheese & Red Onions, ButterBurgers, Triple","Burgers",960,61,27,2,220,885,NA,34,66,2,4,276,18,8,1,63,254,NA,10,19,1,1
"Wisconsin Big Cheese Pub Burger, Double","Wisconsin Big Cheese Pub Burger on a Sweet Rising Pub Bun w/ 2 Beef Patties, Cheddar, American & Havarti Cheeses & Garlic Mayo, ButterBurgers, Featured Items, Double","Burgers",950,59,27,1.4,175,1125,NA,45,47,9,1,339,21,10,1,63,402,NA,16,17,3,0
"Wisconsin Big Cheese Pub Burger, Single","Wisconsin Big Cheese Pub Burger on a Sweet Rising Pub Bun w/ 1 Beef Patty, Cheddar, American & Havarti Cheeses & Garlic Mayo, ButterBurgers, Featured Items, Single","Burgers",780,46,22,0.9,125,1025,NA,45,33,9,1,351,21,10,0,56,462,NA,20,15,4,0
"Wisconsin Big Cheese Pub Burger, Triple","Wisconsin Big Cheese Pub Burger on a Sweet Rising Pub Bun w/ 3 Beef Patties, Cheddar Cheese, American Cheese, Havarti Cheese & Garlic Mayo, ButterBurgers, Featured Items, Triple","Burgers",1120,72,32,1.9,225,1225,NA,45,61,9,1,333,21,10,1,67,365,NA,13,18,3,0
"Cheeseburger","Cheeseburger on a Sesame Seed Bun w/ Beef Patty, American Cheese, Ketchup & Dill Pickle Chip, American Grill","Burgers",430,22,9,1,60,990,NA,40,18,7,1,265,14,6,1,37,611,NA,25,11,4,1
"Double Del Cheeseburger","Double Del Cheeseburger on Sesame Seed Bun w/ 2 Beef Patties, 2 Slices of American Cheese, 2 Tomato Slices, Burger Sauce, Lettuce & Diced Onions, American Grill; Choice of Adding: Fries & Drink","Burgers",720,48,18,2,125,1270,NA,40,31,7,1,271,18,7,1,47,477,NA,15,12,3,0
"Bacon Double Del Cheeseburger","Bacon Double Del Cheeseburger w/ 2 Bacon Strips, American Grill","Burgers",770,52,20,2,135,1440,NA,40,34,7,1,279,19,7,1,49,522,NA,14,12,3,0
"Del Cheeseburger","Del Cheeseburger, American Grill","Burgers",500,29,10,1,70,890,NA,39,18,7,1,263,15,5,1,37,468,NA,21,9,4,1
"Double Cheeseburger","Double Cheeseburger w/ 2 Beef Patties, Lettuce, Tomato, Red Onions & Pickles, Burgers & Sandwiches; Choice of Adding: American, Swiss or Cheddar Cheese; Choice of Adding: Bacon Cheddar Tots, Dippable Veggies, French Fries, Hash Browns, Seasonal Fruit or Seasoned Fries","Burgers",1120,67,32,4,280,2150,NA,49,74,7,3,208,12,6,1,52,399,NA,9,14,1,1
"Jr Cheeseburger","Jr Cheeseburger, Kids Entrees, Kids; Choice of Adding: Kids Side","Burgers",460,25,12,1,100,950,NA,29,28,4,1,270,15,7,1,59,559,NA,17,16,2,1
"Bacon Avocado Cheeseburger","Bacon Avocado Cheeseburger w/ Mayo, Lettuce, Tomato, Red Onions & Pickles, Burgers & Sandwiches; Choice of Adding: Side","Burgers",1030,75,24,2,24,1100,NA,50,11,41,6,260,19,6,1,6,277,NA,13,3,10,2
"Bourbon Bacon Burger","Bourbon Bacon Burger on a Cheddar Bun w/ Cheddar Cheese, Bacon, Mushrooms, Bell Peppers, Onions, Lettuce, Tomato, Red Onions, Pickles & Bourbon Sauce, Burgers & Sandwiches; Choice of Adding: Bacon Cheddar Tots, Dippable Veggies, French Fries, Hash Browns, Seasonal Fruit or Seasoned Fries","Burgers",1060,65,24,2,135,1700,NA,77,45,30,5,220,13,5,0,28,353,NA,16,9,6,1
"Slamburger","Slamburger on a Brioche Bun w/ Hash Browns, Egg, 2 Bacon Strips & Pepper Jack Queso, Burgers & Sandwiches; Choice of Adding: French Fries, Hash Browns, Seasonal Fruit or Dippable Veggies","Burgers",1010,69,24,2,310,1960,NA,52,47,10,3,254,17,6,1,78,494,NA,13,12,3,1
"Chili Cheeseburger","Chili Cheeseburger on a Brioche Bun w/ Lettuce, Tomato, Red Onions & Pickles, Burgers & Sandwiches; Choice of Adding: French Fries, Hash Browns, Seasonal Fruit or Dippable Veggies","Burgers",940,56,23,3,150,1440,NA,58,50,14,4,207,12,5,1,33,317,NA,13,11,3,1
"Honey Jalapeno Bacon Sriracha Burger","Honey Jalapeno Bacon Sriracha Burger on a Brioche Bun w/ Cheddar Cheese, Lettuce, Tomato, Red Onions & Pickles, Burgers & Sandwiches; Choice of Adding: French Fries, Hash Browns, Seasonal Fruit or Dippable Veggies","Burgers",1000,61,24,2,170,2032,NA,50,58,14,3,220,13,5,0,37,448,NA,11,13,3,1
"Philly Cheese Steak Pizza on Thin Crust, Medium","Philly Cheese Steak Pizza on Thin Crust w/ American Cheese, Provolone Cheese, Green Peppers, Mushrooms, Onions & Garlic Seasoned Crust, Medium 12"", Specialty Pizza, Pizza","Pizza",350,20,9,0,55,900,NA,27,16,2,1,257,15,7,0,40,662,NA,20,12,1,1
"Deluxe on Thin Crust, Medium","Deluxe on Thin Crust w/ Tomato Sauce, Cheese, Pepperoni, Italian Sausage, Green Peppers, Mushrooms, Onions & Garlic Seasoned Crust, Medium 12"", Specialty Pizza, Pizza","Pizza",340,19,7,0,40,780,NA,29,13,4,2,222,12,5,0,26,510,NA,19,8,3,1
"Honolulu Hawaiian Pizza on Thin Crust, Medium","Honolulu Hawaiian Pizza on Thin Crust w/ Tomato Sauce, Cheese, Ham, Bacon, Provolone Cheese, Pineapple, Roasted Red Peppers & Garlic Seasoned Crust, Medium 12"", Specialty Pizza, Pizza","Pizza",370,20,8,0,55,980,NA,30,17,5,2,237,13,5,0,35,628,NA,19,11,3,1
"MeatZZa on Thin Crust, Medium","MeatZZa on Thin Crust w/ Robust Inspired Tomato Sauce, Extra Cheese, Pepperoni, Italian Sausage, Beef, Ham & Garlic Seasoned Crust, Medium 12"", Specialty Pizza, Pizza","Pizza",430,25,11,0,65,1140,NA,29,19,3,2,257,15,7,0,39,683,NA,17,11,2,1
"Philly Cheese Steak Pizza on Thin Crust, Large","Philly Cheese Steak Pizza on Thin Crust w/ Philly Steak, American Cheese, Provolone Cheese, Green Peppers, Mushrooms, Onions & Garlic Seasoned Crust, Large 14"", Specialty Pizza, Pizza","Pizza",220,13,6,0,35,570,NA,17,10,1,NA,247,15,7,0,39,640,NA,19,11,1,NA
"ExtravaganZZa on Thin Crust, Medium","ExtravaganZZa on Thin Crust w/ Robust Inspired Tomato Sauce, Extra Cheese, Pepperoni, Italian Sausage, Beef, Ham, Black Olives, Green Peppers, Mushrooms, Onions & Garlic Seasoned Crust, Medium 12"", Specialty Pizza, Pizza","Pizza",450,26,11,0,65,1200,NA,31,20,4,3,226,13,6,0,33,603,NA,16,10,2,2
"Deluxe on Thin Crust, Large","Deluxe on Thin Crust w/ Robust Inspired Tomato Sauce, Cheese, Pepperoni, Italian Sausage, Green Peppers, Mushrooms, Onions & Garlic Seasoned Crust, Large 14"", Specialty Pizza, Pizza","Pizza",230,13,4,0,25,540,NA,19,9,2,1,219,12,4,0,24,514,NA,18,9,2,1
"Honolulu Hawaiian on Thin Crust, Large","Honolulu Hawaiian on Thin Crust w/ Robust Inspired Tomato Sauce, Cheese, Ham, Bacon, Shredded Provolone Cheese, Pineapple, Roasted Red Peppers & Garlic Seasoned Crust, Large 14"", Specialty Pizzas, Pizza","Pizza",250,13,6,0,35,660,NA,20,11,3,1,238,12,6,0,33,629,NA,19,10,3,1
"MeatZZa on Thin Crust, Large","MeatZZa on Thin Crust w/ Robust Inspired Tomato Sauce, Extra Cheese, Pepperoni, Italian Sausage, Beef, Ham & Garlic Seasoned Crust, Large 14"", Specialty Pizza, Pizza","Pizza",290,17,7,0,45,780,NA,19,13,2,1,254,15,6,0,39,684,NA,17,11,2,1
"ExtravaganZZa on Thin Crust, Large","ExtravaganZZa on Thin Crust w/ Robust Inspired Tomato Sauce, Extra Cheese, Pepperoni, Italian Sausage, Beef, Ham, Black Olives, Green Peppers, Mushrooms, Onions & Garlic Seasoned Crust, Large 14"", Specialty Pizza, Pizza","Pizza",300,18,7,0,45,830,NA,21,13,3,2,219,13,5,0,33,606,NA,15,9,2,1
"Deluxe on Brooklyn Crust, Extra Large","Deluxe on Brooklyn Crust w/ Robust Inspired Tomato Sauce, Cheese, Pepperoni, Italian Sausage, Green Peppers, Mushrooms, Onions & Garlic Seasoned Crust, Extra Large 16"", Specialty Pizza, Pizza","Pizza",400,18,8,0,45,1070,NA,41,18,5,3,199,9,4,0,22,532,NA,20,9,2,1
"Cali Chicken Bacon Ranch on Brooklyn Crust, Extra Large","Cali Chicken Bacon Ranch on Brooklyn Crust w/ Garlic Parmesan White Sauce, Cheese, Provolone Cheese, Tomatoes & Garlic Seasoned Crust, Extra Large 16"", Specialty Pizza, Pizza","Pizza",540,31,11,0,85,1360,NA,38,26,3,2,269,15,5,0,42,677,NA,19,13,1,1
"ExtravaganZZa on Brooklyn Crust, Extra Large","ExtravaganZZa on Brooklyn Crust w/ Robust Inspired Tomato Sauce, Extra Cheese, Pepperoni, Italian Sausage, Beef, Ham, Black Olives, Green Peppers, Mushrooms, Onions & Garlic Seasoned Crust, Extra Large 16"", Specialty Pizza, Pizza","Pizza",520,27,12,0,75,1610,NA,43,25,5,3,202,10,5,0,29,624,NA,17,10,2,1
"Honolulu Hawaiian on Brooklyn Crust, Extra Large","Honolulu Hawaiian on Brooklyn Crust w/ Robust Inspired Tomato Sauce, Cheese, Ham, Bacon, Provolone Cheese, Pineapple, Red Peppers & Garlic Seasoned Crust, Extra Large 16"", Specialty Pizza, Pizza","Pizza",420,18,9,0,65,1280,NA,42,21,7,3,208,9,4,0,32,634,NA,21,10,3,1
"MeatZZa on Brooklyn Crust, Extra Large","MeatZZa on Brooklyn Crust w/ Robust Inspired Tomato Sauce, Extra Cheese, Pepperoni, Italian Sausage, Beef, Ham & Garlic Seasoned Crust, Extra Large 16"", Specialty Pizza, Pizza","Pizza",500,26,12,0,75,1530,NA,41,25,4,3,229,12,6,0,34,702,NA,19,11,2,1
"Memphis BBQ Chicken on Brooklyn Crust, Extra Large","Memphis BBQ Chicken on Brooklyn Crust w/ BBQ Sauce, Cheese, Cheddar Cheese, Provolone Cheese, Onions & Garlic Seasoned Crust, Extra Large 16"", Specialty Pizza, Pizza","Pizza",460,19,11,0,75,960,NA,45,24,9,2,243,10,6,0,40,508,NA,24,13,5,1
"Pacific Veggie on Brooklyn Crust, Extra Large","Pacific Veggie on Brooklyn Crust w/ Robust Inspired Tomato Sauce, Cheese, Feta Cheese, Provolone Cheese, Black Olives, Mushrooms, Onions, Red Peppers, Spinach, Tomatoes & Garlic Seasoned Crust, Extra Large 16"", Specialty Pizza, Pizza","Pizza",380,15,8,0,50,950,NA,40,19,4,3,186,7,4,0,25,466,NA,20,9,2,1
"Philly Cheese Steak on Brooklyn Crust, Extra Large","Philly Cheese Steak on Brooklyn Crust w/ Philly Steak, American Cheese, Provolone Cheese, Green Peppers, Mushrooms, Onions & Garlic Seasoned Crust, Extra Large 16"", Specialty Pizza, Pizza","Pizza",380,17,9,0,60,1070,NA,37,19,3,2,222,10,5,0,35,626,NA,22,11,2,1
"Ultimate Pepperoni on Brooklyn Crust, Extra Large","Ultimate Pepperoni on Brooklyn Crust w/ Robust Inspired Tomato Sauce, Cheese, Extra Pepperoni, Parmesan Asiago, Provolone Cheese & Garlic Seasoned Crust, Extra Large 16"", Specialty Pizza, Pizza","Pizza",490,26,12,0,75,1410,NA,39,23,4,2,259,14,6,0,40,746,NA,21,12,2,1
"Pacific Veggie on Thin Crust, Small","Pacific Veggie on Thin Crust, Small 10"", Specialty Pizza, Pizza","Pizza",230,12,5,0,30,470,NA,20,10,2,1,221,12,5,0,29,452,NA,19,10,2,1
"Wisconsin 6 Cheese on Brooklyn Crust, Extra Large","Wisconsin 6 Cheese on Brooklyn Crust w/ Robust Inspired Tomato Sauce, Cheese, Cheddar Cheese, Feta Cheese, Parmesan Asiago, Provolone Cheese & Garlic Seasoned Crust, Extra Large 16"", Specialty Pizza, Pizza","Pizza",440,21,12,0,65,1040,NA,40,23,4,2,240,11,7,0,36,568,NA,22,13,2,1
"MeatZZa on Brooklyn Crust, Large","MeatZZa on Brooklyn Crust w/ Robust Inspired Tomato Sauce, Extra Cheese, Pepperoni, Italian Sausage, Beef, Ham & Garlic Seasoned Crust, Large 14"", Specialty Pizza, Pizza","Pizza",370,19,9,0,55,1110,NA,30,18,3,2,230,12,6,0,34,689,NA,19,11,2,1
"Buffalo Chicken on Brooklyn Crust, Large","Buffalo Chicken on Brooklyn Crust w/ Chicken, American Cheese, Cheddar Cheese, Provolone Cheese, Onions, Hot Sauce & Garlic Seasoned Crust, Large 14"", Specialty Pizza, Pizza","Pizza",330,17,9,0,60,1040,NA,27,19,2,1,246,13,7,0,45,776,NA,20,14,1,1
"Cali Chicken Bacon Ranch on Brooklyn Crust, Large","Cali Chicken Bacon Ranch on Brooklyn Crust w/ Garlic Parmesan White Sauce, Cheese, Bacon, Chicken, Provolone Cheese, Tomatoes & Garlic Seasoned Crust, Large 14"", Specialty Pizza, Pizza","Pizza",410,24,9,0,65,1030,NA,28,20,2,1,268,16,6,0,42,673,NA,18,13,1,1
"Deluxe on Brooklyn Crust, Large","Deluxe on Brooklyn Crust w/ Robust Inspired Tomato Sauce, Cheese, Pepperoni, Italian Sausage, Green Peppers, Mushrooms, Onions & Garlic Seasoned Crust, Large 14"", Specialty Pizza, Pizza","Pizza",290,13,6,0,35,790,NA,30,13,4,2,195,9,4,0,23,530,NA,20,9,3,1
"ExtravaganZZa on Brooklyn Crust, Large","ExtravaganZZa on Brooklyn Crust w/ Robust Inspired Tomato Sauce, Extra Cheese, Pepperoni, Italian Sausage, Beef, Ham, Black Olives, Green Peppers, Mushrooms, Onions & Garlic Seasoned Crust, Large 14"", Specialty Pizza, Pizza","Pizza",390,20,9,0,55,1170,NA,32,19,4,3,203,10,5,0,29,609,NA,17,10,2,2
"Honolulu Hawaiian on Brooklyn Crust, Large","Honolulu Hawaiian on Brooklyn Crust w/ Robust Inspired Tomato Sauce, Cheese, Ham, Bacon, Provolone Cheese, Pineapple, Red Peppers & Garlic Seasoned Crust, Large 14"", Specialty Pizza, Pizza","Pizza",320,14,7,0,50,960,NA,31,16,5,2,213,9,5,0,33,640,NA,21,11,3,1
"Memphis BBQ Chicken on Brooklyn Crust, Large","Memphis BBQ Chicken on Brooklyn Crust w/ BBQ Sauce, Cheese, Chicken, Cheddar Cheese, Provolone Cheese, Onions & Garlic Seasoned Crust, Large 14"", Specialty Pizza, Pizza","Pizza",340,15,8,0,55,740,NA,33,19,7,1,238,10,6,0,38,517,NA,23,13,5,1
"Pacific Veggie on Brooklyn Crust, Large","Pacific Veggie on Brooklyn Crust, Large 14"", Specialty Pizza, Pizza","Pizza",280,12,6,0,40,740,NA,30,14,3,2,179,8,4,0,26,474,NA,19,9,2,1
"Philly Cheese Steak on Brooklyn Crust, Large","Philly Cheese Steak on Brooklyn Crust w/ Philly Steak, American Cheese, Provolone Cheese, Green Peppers, Mushrooms, Onions & Garlic Seasoned Crust, Large 14"", Specialty Pizza, Pizza","Pizza",290,13,7,0,45,830,NA,27,15,2,1,225,10,5,0,35,643,NA,21,12,2,1
"Ultimate Pepperoni on Brooklyn Crust, Large","Ultimate Pepperoni on Brooklyn Crust w/ Robust Inspired Tomato Sauce, Cheese, Extra Pepperoni, Parmesan Asiago, Provolone Cheese & Garlic Seasoned Crust, Large 14"", Specialty Pizza, Pizza","Pizza",360,20,9,0,55,1050,NA,28,18,3,2,255,14,6,0,39,745,NA,20,13,2,1
"Wisconsin 6 Cheese on Brooklyn Crust, Large","Wisconsin 6 Cheese on Brooklyn Crust w/ Robust Inspired Tomato Sauce, Cheese, Cheddar Cheese, Feta Cheese, Parmesan Asiago, Provolone Cheese & Garlic Seasoned Crust, Large 14"", Specialty Pizza, Pizza","Pizza",330,15,9,0,50,780,NA,29,17,3,2,244,11,7,0,37,578,NA,21,13,2,1
"Buffalo Chicken on Thin Crust, Large","Buffalo Chicken on Thin Crust w/ Chicken, American Cheese, Cheddar Cheese, Provolone Cheese, Onions, Hot Sauce & Garlic Seasoned Crust, Large 14"", Specialty Pizza, Pizza","Pizza",260,15,7,0,45,720,NA,17,13,1,NA,280,16,8,0,48,774,NA,18,14,1,NA
"Cali Chicken Bacon Ranch on Thin Crust, Large","Cali Chicken Bacon Ranch on Thin Crust w/ Garlic Parmesan White Sauce, Cheese, Bacon, Chicken, Provolone Cheese, Tomatoes & Garlic Seasoned Crust, Large 14"", Specialty Pizza, Pizza","Pizza",320,21,7,0,50,720,NA,18,14,1,NA,299,20,7,0,47,673,NA,17,13,1,NA
"Memphis BBQ Chicken on Thin Crust, Large","Memphis BBQ Chicken on Thin Crust w/ BBQ Sauce, Cheese, Chicken, Cheddar Cheese, Provolone Cheese, Onions & Garlic Seasoned Crust, Large 14"", Specialty Pizza, Pizza","Pizza",260,14,6,0,45,500,NA,22,13,5,NA,260,14,6,0,45,500,NA,22,13,5,NA
"Pacific Veggie on Thin Crust, Large","Pacific Veggie on Thin Crust w/ Robust Inspired Tomato Sauce, Cheese, Feta Cheese, Provolone Cheese, Black Olives, Mushrooms, Onions, Red Peppers, Spinach, Tomatoes & Garlic Seasoned Crust, Large 14"", Specialty Pizza, Pizza","Pizza",220,11,5,0,30,500,NA,19,10,2,2,200,10,5,0,27,455,NA,17,9,2,2
"Ultimate Pepperoni on Thin Crust, Large","Ultimate Pepperoni on Thin Crust w/ Robust Inspired Tomato Sauce, Cheese, Extra Pepperoni, Parmesan Asiago, Provolone Cheese & Garlic Seasoned Crust, Large 14"", Specialty Pizza, Pizza","Pizza",280,17,7,0,45,730,NA,18,13,2,1,286,17,7,0,46,745,NA,18,13,2,1
"Wisconsin 6 Cheese on Thin Crust, Large","Wisconsin 6 Cheese on Thin Crust w/ Robust Inspired Tomato Sauce, Cheese, Cheddar Cheese, Feta Cheese, Parmesan Asiago, Provolone Cheese & Garlic Seasoned Crust, Large 14"", Specialty Pizza, Pizza","Pizza",250,14,7,0,35,530,NA,18,12,2,1,266,15,7,0,37,564,NA,19,13,2,1
"Buffalo Chicken on Thin Crust, Medium","Buffalo Chicken on Thin Crust w/ Chicken, American Cheese, Cheddar Cheese, Provolone Cheese, Onions, Hot Sauce & Garlic Seasoned Crust, Medium 12"", Specialty Pizza, Pizza","Pizza",410,24,12,0,70,1110,NA,27,21,2,1,285,17,8,0,49,771,NA,19,15,1,1
"Cali Chicken Bacon Ranch on Thin Crust, Medium","Cali Chicken Bacon Ranch on Thin Crust w/ Garlic Parmesan White Sauce, Cheese, Bacon, Chicken, Provolone Cheese, Tomatoes & Garlic Seasoned Crust, Medium 12"", Specialty Pizza, Pizza","Pizza",480,31,10,0,75,1090,NA,27,21,2,1,298,19,6,0,47,677,NA,17,13,1,1
"Memphis BBQ Chicken on Thin Crust, Medium","Memphis BBQ Chicken on Thin Crust w/ BBQ Sauce, Cheese, Chicken, Cheddar Cheese, Provolone Cheese, Onions & Garlic Seasoned Crust, Medium 12"", Specialty Pizza, Pizza","Pizza",400,21,10,0,65,740,NA,33,20,7,1,265,14,7,0,43,490,NA,22,13,5,1
"Pacific Veggie on Thin Crust, Medium","Pacific Veggie Pizza Thin Crust w/ Robust Inspired Tomato Sauce, Cheese, Feta Cheese, Provolone Cheese, Black Olives, Mushrooms, Onions, Red Peppers, Spinach, Tomatoes & Garlic Seasoned Crust, Medium 12"", Specialty Pizza, Pizza","Pizza",330,17,8,0,40,740,NA,29,15,3,2,205,11,5,0,25,460,NA,18,9,2,1
"Ultimate Pepperoni on Thin Crust, Medium","Ultimate Pepperoni on Thin Crust w/ Robust Inspired Tomato Sauce, Cheese, Extra Pepperoni, Parmesan Asiago, Provolone Cheese & Garlic Seasoned Crust, Medium 12"", Specialty Pizza, Pizza","Pizza",420,26,11,0,65,1080,NA,27,19,3,2,288,18,8,0,45,740,NA,18,13,2,1
"Wisconsin 6 Cheese on Thin Crust, Medium","Wisconsin 6 Cheese on Thin Crust w/ Robust Inspired Tomato Sauce, Cheese, Cheddar Cheese, Feta Cheese, Parmesan Asiago, Provolone Cheese & Garlic Seasoned Crust, Medium 12"", Specialty Pizza, Pizza","Pizza",390,22,11,0,55,800,NA,28,19,3,2,275,15,8,0,39,563,NA,20,13,2,1
"Buffalo Chicken on Thin Crust, Small","Buffalo Chicken on Thin Crust, Small 10"", Specialty Pizza, Pizza","Pizza",270,16,8,0,45,820,NA,19,14,1,NA,273,16,8,0,45,828,NA,19,14,1,NA
"Cali Chicken Bacon Ranch on Thin Crust, Small","Cali Chicken Bacon Ranch on Thin Crust, Small, Specialty Pizza, Pizza","Pizza",320,20,7,0,50,720,NA,19,15,1,NA,302,19,7,0,47,679,NA,18,14,1,NA
"Deluxe on Thin Crust, Small","Deluxe on Thin Crust, Small 10"", Specialty Pizza, Pizza","Pizza",240,13,4,0,25,540,NA,21,9,2,1,229,12,4,0,24,514,NA,20,9,2,1
"ExtravaganZZa on Thin Crust, Small","ExtravaganZZa on Thin Crust, Small 10"", Specialty Pizza, Pizza","Pizza",310,18,7,0,45,810,NA,22,14,2,2,231,13,5,0,34,604,NA,16,10,1,1
"Honolulu Hawaiian on Thin Crust, Small","Honolulu Hawaiian on Thin Crust, Small 10"", Specialty Pizza, Pizza","Pizza",260,13,6,0,35,660,NA,21,12,3,1,245,12,6,0,33,623,NA,20,11,3,1
"MeatZZa on Thin Crust, Small","MeatZZa on Thin Crust, Small 10"", Specialty Pizza, Pizza","Pizza",300,17,7,0,45,780,NA,21,13,2,1,256,15,6,0,38,667,NA,18,11,2,1
"Memphis BBQ Chicken on Thin Crust, Small","Memphis BBQ Chicken on Thin Crust, Small 10"", Specialty Pizza, Pizza","Pizza",270,13,6,0,40,470,NA,22,13,4,NA,273,13,6,0,40,475,NA,22,13,4,NA
"Philly Cheese Steak on Thin Crust, Small","Philly Cheese Steak on Thin Crust, Small 10"", Specialty Pizza, Pizza","Pizza",240,14,6,0,35,610,NA,19,11,1,NA,261,15,7,0,38,663,NA,21,12,1,NA
"Ultimate Pepperoni on Thin Crust, Small","Ultimate Pepperoni on Thin Crust, Small 10"", Specialty Pizza, Pizza","Pizza",290,18,7,0,40,730,NA,20,13,2,1,287,18,7,0,40,723,NA,20,13,2,1
"Wisconsin 6 Cheese on Thin Crust, Small","Wisconsin 6 Cheese on Thin Crust, Small 10"", Specialty Pizza, Pizza","Pizza",250,13,6,0,30,500,NA,20,11,2,1,272,14,7,0,33,543,NA,22,12,2,1
"Buffalo Chicken on Gluten Free Crust, Small","Buffalo Chicken on Gluten Free Crust w/ Chicken, American Cheese, Cheddar Cheese, Provolone Cheese, Onions, Hot Sauce & Garlic Seasoned Crust, Small 10"", Specialty Pizza, Pizza","Pizza",350,17,9,0,60,1180,NA,34,17,5,1,233,11,6,0,40,787,NA,23,11,3,1
"Buffalo Chicken on Handmade Pan Crust, Medium","Buffalo Chicken on Handmade Pan Crust w/ Chicken, American Cheese, Cheddar Cheese, Provolone Cheese, Onions, Hot Sauce & Garlic Seasoned Crust, Medium 12"", Specialty Pizza, Pizza","Pizza",330,17,9,0,35,690,NA,29,14,2,1,289,15,8,0,31,605,NA,25,12,2,1
"Cali Chicken Bacon Ranch on Gluten Free Crust, Small","Cali Chicken Bacon Ranch on Gluten Free Crust, Small 10"", Specialty Pizza, Pizza","Pizza",410,22,9,0,70,1050,NA,34,18,5,1,256,14,6,0,44,656,NA,21,11,3,1
