"year","gender","age","height_cm","waist_size_cm","inseam_cm","test_group","salary_self_report_in_k","months_active","num_purchases","amount_spent_annual"
2022,"woman",22,166,98,73,0,82.13,17,58,1031.85
2022,"woman",39,165,103,75,0,75.31,5,82,865.6
2019,"woman",24,173,91,74,0,37.75,15,69,606.87
2019,"woman",33,156,93,71,0,75.7,6,68,571.03
2022,"woman",46,160,99,76,0,78.01,18,4,811.34
2022,"woman",29,166,89,71,0,53.4,23,98,705.87
2020,"man",30,176,115,73,0,62.4,21,84,563.08
2022,"other",47,163,97,76,0,56.13,6,84,891.83
2022,"man",27,169,91,72,0,81.33,11,50,958.58
2020,"woman",24,154,91,73,0,69.43,13,24,659.83
2022,"woman",27,174,95,72,0,87.15,7,47,946.27
2021,"nonbinary",28,164,86,73,0,75.26,16,90,952.25
2022,"woman",36,164,97,72,0,78.92,16,48,913.1
2019,"woman",37,159,104,74,0,68.3,9,42,820.83
2022,"woman",43,175,90,74,0,80.8,0,86,822.64
2021,"woman",23,176,85,73,0,54.81,13,16,685.48
2020,"man",25,174,97,74,0,71.06,7,33,746.83
2020,"woman",18,162,96,78,0,64.9,8,4,694.77
2021,"woman",43,173,89,73,0,74.42,16,72,946.08
2021,"man",44,162,96,70,0,59.4,18,96,663.78
2020,"woman",43,173,98,74,0,67.15,2,8,746.84
2020,"nonbinary",23,176,90,74,0,73.9,18,77,752.84
2020,"woman",38,169,88,72,0,59.22,23,77,689.31
2022,"woman",46,162,100,71,0,74.02,19,61,799.63
2019,"woman",41,166,106,79,0,68.26,17,74,564.59
2019,"woman",38,163,91,74,0,56.62,20,7,605.04
2020,"woman",42,161,82,73,0,61.71,23,44,618.66
2022,"woman",20,180,95,70,0,64.11,21,42,600.86
2019,"woman",22,170,98,73,0,65.73,16,21,659.13
2019,"nonbinary",25,170,92,75,0,60.81,23,8,481.56
2021,"woman",24,173,101,73,0,83.58,15,95,951.86
2022,"woman",25,177,91,72,0,61.59,23,10,586.44
2022,"nonbinary",28,174,89,73,0,76.84,3,58,808.3
2021,"man",20,159,100,74,0,66.07,2,30,752
2019,"woman",39,172,95,72,0,60.43,0,64,424.39
2022,"woman",27,161,92,76,0,73.6,1,9,775.82
2021,"woman",40,164,94,76,0,72.27,16,96,907.18
2022,"woman",31,177,90,77,0,73.18,19,6,682.08
2020,"man",26,163,91,75,0,64.61,11,61,778.72
2020,"other",30,160,92,70,0,69.27,12,13,482.65
2019,"man",39,180,97,71,0,47.61,22,3,317.28
2020,"woman",25,175,105,73,0,71.47,14,2,806.11
2022,"woman",23,173,93,73,0,69.2,13,67,938.3
2019,"woman",35,174,95,73,0,50.68,14,10,624.88
2021,"woman",47,173,73,77,0,90.91,20,99,979.61
2020,"woman",36,174,90,76,0,57.62,14,100,648.41
2019,"woman",40,165,98,75,0,53.15,11,49,649.09
2020,"man",28,147,107,73,0,61.51,24,11,77.52
2021,"woman",45,166,96,73,0,71.02,13,77,944.03
2019,"other",24,170,97,72,0,69.28,4,65,690.16
2021,"woman",21,176,96,73,0,59.54,22,68,648.13
2022,"nonbinary",41,171,92,72,0,78.03,12,33,943.66
2021,"man",38,161,100,73,0,47.02,5,55,593.91
2019,"man",44,176,98,75,0,50.31,16,77,689.85
2022,"woman",23,169,91,75,0,75.4,1,55,839.58
2020,"woman",28,165,95,77,0,66.4,1,17,576.29
2019,"woman",26,175,84,75,0,37.69,17,84,719.78
2019,"man",30,159,107,75,0,47.99,8,26,518.69
2019,"woman",35,171,99,72,0,72.35,10,96,700.45
2022,"nonbinary",40,175,93,76,0,74.02,16,55,907.18
2020,"man",43,178,109,NA,0,64.84,21,4,621.22
2022,"woman",42,167,94,73,0,79.8,10,50,1040.97
2020,"woman",31,161,93,74,0,72.27,19,59,889.11
2019,"woman",23,173,102,77,0,58.8,3,74,506.12
2022,"woman",20,163,95,73,0,80.45,0,88,809.22
2022,"woman",43,158,100,77,0,99.83,6,85,890.38
2022,"woman",23,169,100,72,0,72.93,16,28,921.52
2021,"woman",32,175,91,74,0,93.66,3,99,809.65
2019,"woman",43,168,91,78,0,65.3,18,43,634.63
2019,"woman",45,173,101,76,0,69.73,20,37,638.82
2020,"woman",18,161,96,75,0,80.62,20,73,815.01
2022,"woman",44,156,92,75,0,96.79,13,47,1030.25
2019,"nonbinary",27,166,94,76,0,71.29,2,39,593.15
2022,"woman",23,161,94,78,0,75.15,10,50,789.97
2019,"man",37,166,99,73,0,51.84,21,89,564.71
2021,"man",38,169,103,73,0,75.05,17,84,867.91
2019,"woman",28,168,80,76,0,71.07,18,74,708.79
2021,"woman",29,174,100,74,0,70.01,17,33,792.01
2021,"woman",24,154,102,74,0,82.99,2,69,586.13
2021,"woman",31,167,89,68,0,64.47,14,27,582.62
2022,"woman",28,175,85,76,0,62.01,19,28,700.08
2020,"woman",34,168,104,74,0,63.43,13,36,669.76
2020,"woman",43,170,91,74,0,65.43,21,90,731.68
2021,"woman",27,170,95,76,0,58.11,14,67,868.13
2020,"woman",41,166,94,74,0,64.76,10,22,722.56
2020,"woman",39,172,91,76,0,57.39,11,17,775.08
2022,"woman",47,174,93,75,0,86.23,0,80,1046.46
2019,"woman",20,166,94,75,0,48.83,20,67,695.02
2021,"woman",34,175,108,74,0,78.76,24,95,639.19
2021,"woman",41,167,100,78,0,60.76,0,81,468.25
2021,"woman",44,173,92,76,0,69.44,4,49,784.79
2021,"man",43,170,90,71,0,62.16,21,47,729.42
2020,"woman",21,162,100,78,0,56.11,12,99,804.32
2021,"man",28,171,87,72,0,87.77,15,28,839.91
2021,"woman",34,167,106,73,0,62.27,17,3,718.56
2020,"woman",41,176,99,71,0,53.31,19,90,624.68
2020,"woman",46,157,105,76,0,68.59,14,62,830.75
2021,"woman",26,166,105,74,0,66.99,4,70,770.32
2019,"nonbinary",44,162,86,71,0,76.86,9,26,688.7
2022,"other",42,165,90,75,0,75.34,1,64,749.85
2022,"woman",29,174,81,74,0,74.01,17,32,846.89
2021,"woman",20,171,91,76,0,72.55,14,66,920.51
2022,"woman",38,173,98,77,0,70.22,8,52,820.7
2020,"woman",24,177,90,73,0,43.13,12,4,653.7
2022,"woman",24,176,102,71,0,79.81,13,28,934.7
2021,"man",44,170,94,72,0,100.24,19,20,965.78
2022,"woman",32,169,98,76,0,69.15,18,98,865.42
2021,"woman",33,170,99,72,0,60.79,12,20,873.63
2020,"woman",39,178,92,74,0,47.02,3,52,511.21
2022,"woman",24,168,91,75,0,80.75,4,32,932.51
2022,"man",22,173,98,75,0,75.42,4,8,897.82
2020,"woman",44,173,100,73,0,79.38,18,47,823.31
2020,"man",23,167,90,73,0,57.84,0,94,617.78
2019,"woman",20,165,96,73,0,76.96,14,75,881.16
2022,"man",28,175,97,74,0,90.42,7,45,936.61
2019,"woman",29,162,98,74,0,72.54,19,39,705.67
2020,"man",27,174,98,77,0,61.79,0,12,390.48
2019,"nonbinary",42,172,88,73,0,41.65,5,99,536.14
2019,"woman",41,164,98,77,0,64.23,16,81,675.71
2022,"nonbinary",22,168,91,74,0,80.58,18,42,981.01
2022,"woman",23,176,86,74,0,71.9,14,89,944.98
2021,"woman",38,162,104,75,0,63.68,18,21,748.27
2020,"woman",25,161,87,76,0,58.72,18,37,650.43
2021,"woman",26,163,87,74,0,87.97,20,66,817.7
2022,"woman",27,172,93,74,0,62.89,3,6,641.66
2019,"woman",25,158,90,75,0,79.51,22,35,472.28
2022,"woman",30,172,95,78,0,74.85,21,93,599.67
2020,"woman",38,177,104,72,0,53.86,10,67,548.51
2021,"woman",27,167,88,74,0,86.05,17,96,872.17
2019,"man",28,163,90,73,0,55.47,1,2,417.71
2022,"man",35,175,84,71,0,67.24,7,96,689.34
2019,"woman",33,175,102,74,0,75.15,14,2,699.35
2021,"woman",22,163,96,74,0,76.49,13,24,911.56
2022,"man",45,166,80,71,0,66.46,22,73,651.49
2022,"nonbinary",44,179,96,75,0,85.02,13,55,911.28
2022,"nonbinary",40,168,101,74,0,75.33,16,2,982.09
2021,"woman",24,161,88,73,0,84.12,15,95,901.41
2019,"woman",34,169,92,78,0,67.95,11,70,660.22
2022,"woman",29,169,102,75,0,70.81,18,92,871.31
2019,"woman",30,165,100,76,0,66.35,4,24,623.33
2021,"man",29,173,93,72,0,57.05,2,56,641.79
2020,"man",24,168,91,77,0,62.57,15,79,824.6
2021,"man",46,171,85,74,0,52.24,1,71,776.65
2019,"woman",46,170,96,74,0,63.32,21,32,674.18
2021,"woman",35,171,92,75,0,62.6,22,30,672.18
2021,"woman",22,174,89,75,0,55.6,15,70,784.92
2022,"woman",44,166,87,72,0,65.27,3,55,808.54
2022,"woman",32,169,96,72,0,75.3,0,13,743.33
2020,"woman",18,170,89,72,0,65.19,6,97,787.01
2020,"woman",25,163,94,74,0,60.18,15,84,848.73
2022,"man",42,152,90,75,0,68.21,12,34,619.82
2019,"woman",22,162,94,70,0,67.06,0,91,552.23
2019,"woman",26,172,100,71,0,55.51,19,53,528.74
2019,"man",32,161,89,72,0,52,17,92,582.67
2020,"woman",31,168,90,73,0,67.23,2,80,625.39
2021,"other",20,158,105,75,0,64.77,12,49,819.57
2020,"woman",41,173,95,78,0,63.82,12,66,706.26
2022,"woman",38,175,93,75,0,87.41,20,0,885.76
2020,"woman",30,172,91,78,0,66.34,6,98,656.2
2019,"woman",42,161,95,76,0,69.11,24,12,508.6
2022,"man",36,166,101,77,0,68.48,22,7,545.62
2019,"woman",40,174,109,73,0,62.11,12,99,773.47
2019,"woman",31,167,100,75,0,71.6,12,6,802.2
2019,"woman",42,175,92,74,0,68.3,18,69,771.56
2021,"man",34,168,101,71,0,67.73,7,25,727.47
2022,"woman",39,169,88,75,0,86.34,21,28,925.62
2019,"woman",40,168,89,71,0,47.06,0,31,386.21
2019,"woman",26,174,105,75,0,59.01,11,46,744.93
2019,"other",19,165,90,74,0,65.8,0,37,671.55
2021,"woman",40,164,98,74,0,67.86,18,21,861.34
2022,"woman",34,155,94,74,0,68.57,22,69,649.31
2021,"woman",26,174,102,72,0,68.58,14,12,869.09
2022,"man",25,160,98,76,0,78.08,7,49,822.19
2022,"man",33,159,88,71,0,74.04,19,99,735.28
2019,"woman",26,168,102,75,0,58.39,13,9,695.06
2022,"woman",20,159,92,74,0,94.42,21,2,969.73
2022,"woman",41,175,99,75,0,73.56,14,76,1027.31
2022,"woman",32,174,96,76,0,94.58,22,47,834.88
2022,"woman",25,156,90,74,0,68.54,21,91,729.43
2021,"woman",32,169,84,75,0,65.71,16,97,893.12
2022,"woman",43,167,93,75,0,67.99,22,10,787.5
2022,"woman",21,161,104,74,0,61.13,10,14,861.84
2020,"woman",46,167,89,74,0,79.11,8,5,883.23
2022,"man",34,161,109,76,0,64.65,8,77,818.98
2020,"woman",33,175,87,72,0,80.65,18,72,766.72
2021,"woman",45,160,86,69,0,67.81,3,64,546.64
2020,"nonbinary",47,168,94,74,0,73.88,7,80,1000
2021,"man",39,173,81,77,0,81.89,13,95,807.73
2020,"man",45,164,84,76,0,61.36,7,2,642.55
2020,"woman",24,180,95,77,0,80.55,15,97,769.94
2020,"woman",20,170,81,76,0,75.98,11,94,1035.75
2019,"woman",25,169,92,74,0,55.74,20,86,721.22
2019,"man",42,164,106,71,0,52.25,18,70,654.01
2021,"woman",24,172,105,75,0,63.95,23,58,741.6
2022,"woman",46,169,101,71,0,67.97,20,81,920.88
2019,"woman",22,162,89,75,0,49.74,8,7,603.04
2020,"woman",33,170,94,74,0,73.1,3,23,671.71
2021,"woman",26,164,93,73,0,75.74,15,86,845.7
2020,"woman",26,167,91,74,0,69.63,6,19,772.48
2020,"woman",26,170,100,76,0,64.17,18,47,697.91
2022,"man",18,173,108,77,0,61.55,8,8,854.23
2020,"woman",21,176,95,73,0,75.88,3,0,614.97
2020,"man",41,171,104,72,0,70.46,20,36,725.25
2021,"woman",42,167,77,72,0,89.58,24,39,733.15
2019,"man",18,163,91,78,0,51.37,17,16,527.84
2019,"woman",19,169,85,77,0,47.37,20,96,547.34
2022,"woman",26,172,89,79,0,65.99,9,52,614.12
2021,"woman",45,168,92,73,0,74.65,13,88,911.01
2022,"woman",27,168,101,76,0,73.81,12,36,755.09
2021,"other",26,168,90,74,0,80.69,17,2,930.85
2022,"woman",21,172,87,78,0,73.29,7,46,775.89
2020,"woman",38,173,103,76,0,56.63,18,89,646.89
2020,"man",34,168,94,75,0,73.42,8,62,730.15
2020,"woman",25,171,93,69,0,68.74,15,76,642.53
2021,"woman",25,183,97,75,0,69.24,18,61,698.82
2019,"man",22,155,90,77,0,62.52,11,19,517.44
2022,"man",43,170,99,73,0,81.1,14,10,1107.73
2020,"woman",36,152,92,76,0,71.12,21,87,486.18
2022,"other",30,161,102,77,0,75.93,1,13,687.12
2022,"man",37,182,88,70,0,56.42,21,55,401.3
2020,"woman",45,165,95,71,0,63.26,8,0,686.93
2020,"woman",23,176,96,73,0,52.93,17,65,765.7
2019,"woman",19,170,101,75,0,51.2,10,37,807.5
2021,"man",34,171,87,76,0,72.46,10,3,749.56
2022,"woman",46,168,103,78,0,78.86,7,42,809.06
2020,"woman",40,172,91,69,0,64.95,3,54,434.21
2021,"nonbinary",36,173,102,72,0,70.57,21,56,713.93
2019,"woman",44,167,100,73,0,58.66,9,49,727.08
2021,"man",39,168,96,73,0,68.99,19,9,723.4
2022,"woman",24,170,91,74,0,79.85,7,71,1072.81
2021,"woman",37,176,99,73,0,67.46,16,1,730.49
2020,"woman",47,178,100,74,0,60.8,15,90,711.33
2020,"woman",41,169,100,74,0,71.24,9,25,800.9
2019,"man",20,179,96,73,0,52.67,1,31,400.54
2019,"woman",32,167,99,74,0,48.13,1,34,448.93
2021,"woman",21,165,82,76,0,80.28,16,29,843.27
2021,"woman",45,166,95,74,0,72.4,18,43,946.88
2022,"woman",19,167,88,80,0,79.01,4,64,675.7
2021,"man",44,162,95,73,0,78.56,16,32,887.42
2020,"man",19,170,98,72,0,61.9,23,65,730.01
2019,"woman",46,169,91,70,0,62.02,12,46,635.7
2021,"woman",33,173,95,71,0,59.86,0,67,555.83
2020,"woman",30,165,93,77,0,69.34,20,65,675.18
2021,"woman",30,179,85,72,0,81.99,2,61,688
2021,"woman",46,174,83,73,0,67.08,7,21,874.35
2019,"man",41,170,97,72,0,79.8,0,35,601.46
2021,"woman",25,170,94,74,0,64.07,12,12,886.08
2022,"woman",31,168,85,74,0,91.35,12,54,980.41
2020,"man",32,166,97,71,0,60.89,8,19,625.47
2020,"man",39,168,90,75,0,41.93,17,43,680.57
2019,"woman",37,177,103,74,0,68.58,14,59,676.05
2021,"woman",36,162,84,75,0,71.39,5,11,731.36
2022,"man",22,169,94,75,0,45.23,8,57,793.6
2020,"woman",19,176,93,78,0,56.91,13,95,663.56
2019,"man",36,174,95,74,0,76.55,7,88,717.5
2021,"woman",27,171,91,71,0,81.77,3,12,749.53
2022,"woman",35,179,97,78,0,52.58,2,75,418.75
2019,"woman",29,164,89,74,0,69.67,20,0,588.24
2020,"woman",31,162,77,73,0,64.52,5,39,693.93
2022,"woman",25,164,74,73,0,77.27,15,91,973.83
2022,"woman",45,168,94,75,0,69.09,12,64,993.39
2019,"woman",35,176,92,74,0,65.33,3,74,611.46
2021,"woman",45,173,102,74,0,77.74,2,78,913.4
2019,"woman",28,172,84,76,0,66.15,8,69,635.58
2019,"woman",33,175,99,77,0,54.46,9,34,587.28
2022,"woman",33,163,91,75,0,83.15,20,78,820.2
2021,"woman",41,178,97,76,0,65.1,24,13,579.2
2022,"woman",36,167,93,75,0,87.71,18,38,905.59
2021,"man",38,175,110,77,0,99.59,16,44,854.3
2022,"woman",45,165,89,75,0,77.58,2,98,971.35
2020,"woman",33,164,85,72,0,76.83,19,23,782.33
2021,"woman",20,172,89,80,0,79.88,18,89,630.51
2020,"woman",21,170,100,74,0,58.49,6,94,780.89
2022,"woman",45,172,109,73,0,80.41,11,83,950.95
2019,"woman",46,159,89,74,0,52.27,14,89,722.76
2020,"woman",37,166,104,74,0,80.38,3,40,854.15
2021,"man",46,168,85,74,0,63.83,9,97,948.69
2020,"man",44,162,105,74,0,74.39,19,93,780.7
2019,"woman",44,168,92,75,0,57.36,5,39,709.62
2019,"woman",31,172,97,76,0,55.93,10,3,536.38
2020,"woman",40,162,97,76,0,43.88,20,86,616.93
2020,"man",32,165,105,74,0,76.57,7,32,778.97
2021,"nonbinary",29,162,93,79,0,65.58,12,76,650.75
2022,"man",27,168,91,76,0,80.87,23,86,734.55
2022,"woman",46,176,94,NA,0,68.6,4,49,829.66
2021,"woman",41,169,93,74,0,70.35,8,81,937.7
2022,"woman",35,171,92,74,0,66.4,22,75,744.95
2022,"woman",34,170,86,73,0,71.09,21,66,815.98
2019,"woman",23,173,97,75,0,65.16,16,10,722.98
2020,"man",44,171,103,73,0,77.97,8,75,871.4
2020,"woman",31,176,100,74,0,62.95,18,49,673.27
2019,"woman",40,155,105,78,0,61.3,6,60,418.54
2019,"woman",25,171,97,78,0,46.22,7,12,483.34
2022,"woman",42,158,96,77,0,71.86,9,10,849.91
2020,"other",26,157,90,79,0,65.05,24,76,163.85
2021,"woman",20,182,103,75,0,62.18,12,86,729.69
2019,"woman",37,174,98,70,0,41.78,14,33,538.58
2020,"woman",44,168,98,74,0,54.8,9,1,813.31
2021,"woman",20,172,98,71,0,61.67,23,30,652.28
2021,"woman",21,168,95,73,0,60.82,4,51,777.88
2021,"woman",23,167,95,72,0,73.04,20,56,942.42
2020,"woman",25,165,94,75,0,66.3,9,18,855.31
2019,"nonbinary",31,173,100,NA,0,68.71,15,37,836.57
2020,"woman",38,171,90,75,0,58.84,17,81,753.71
2021,"woman",42,168,101,76,0,61.2,20,97,812.35
2019,"man",21,162,91,74,0,41.21,15,55,656.14
2021,"woman",31,162,85,74,0,59.77,22,44,607.51
2021,"other",31,171,101,72,0,58.36,18,17,738.17
2021,"woman",40,164,101,72,0,74.68,10,74,903.88
2020,"woman",38,171,105,74,0,76.93,8,17,876.22
2021,"woman",32,167,84,76,0,56.63,20,94,538.74
2020,"woman",42,154,103,72,0,74.39,20,41,530.58
2019,"woman",34,175,97,76,0,58.56,12,25,614.31
2021,"nonbinary",26,178,110,76,0,73.15,13,58,820.54
2021,"woman",43,166,91,73,0,63.65,7,57,800.27
2019,"woman",18,171,106,77,0,77.71,19,88,768.85
2022,"woman",42,177,92,NA,0,66.82,15,49,872.31
2019,"woman",22,162,104,75,0,65.45,19,1,561.91
2021,"man",46,164,85,74,0,67.86,1,24,775.54
2020,"woman",39,159,86,75,0,62.81,15,49,795.77
2021,"woman",23,163,96,74,0,87.79,16,48,936.26
2019,"woman",39,170,104,71,0,49.18,10,87,630.47
2021,"woman",24,163,94,74,0,77.44,15,89,934.46
2021,"woman",18,169,89,75,0,65.84,0,66,686.69
2019,"woman",23,159,106,75,0,75.6,5,42,764.37
2020,"woman",33,162,90,75,0,48.69,22,14,518.51
2021,"man",24,167,96,71,0,63.08,10,31,734.04
2020,"woman",21,158,104,75,0,78.18,13,69,775.42
2020,"woman",41,165,102,73,0,68.36,9,65,888.93
2021,"woman",44,172,88,77,0,63.15,9,62,949.09
2020,"man",20,166,89,72,0,56.88,16,48,753.71
2022,"woman",38,185,88,73,0,63.51,20,68,550.05
2021,"man",25,178,101,74,0,56.74,19,49,545.16
2021,"man",28,174,95,75,0,85.59,1,75,679.96
2020,"man",36,179,106,73,0,84.7,12,61,862.07
2021,"man",20,165,96,76,0,70.46,23,4,829.42
2020,"woman",47,165,94,73,0,65.5,11,10,936.71
2022,"woman",46,169,98,72,0,79.75,4,85,1009.51
2020,"woman",46,162,101,78,0,79.28,17,22,760.18
2021,"man",27,155,89,71,0,62.76,12,60,700.5
2020,"woman",39,176,84,76,0,71.4,3,18,702.93
2021,"woman",36,183,98,77,0,61.75,1,79,308.4
2022,"nonbinary",29,168,100,74,0,71.79,15,84,930.97
2022,"man",31,164,93,75,0,83.93,6,20,842.95
2022,"woman",26,164,90,71,0,73.34,10,43,810.03
2021,"woman",26,169,87,70,0,80.07,20,94,695.59
2022,"man",27,168,109,74,0,85.04,9,47,929.76
2019,"woman",27,172,93,71,0,56.76,14,19,632.37
2021,"man",26,176,93,78,0,59.82,21,13,519.29
2020,"woman",20,176,101,72,0,67.01,17,77,722.26
2022,"man",21,165,93,67,0,74.59,7,60,497.04
2021,"man",45,164,90,73,0,72.81,12,52,899.33
2019,"woman",33,163,101,71,0,69.47,1,80,529.17
2019,"man",19,171,99,78,0,57.35,15,52,550.69
2022,"woman",47,175,86,74,0,74.46,2,64,819.3
2021,"man",33,168,93,72,0,68.3,17,89,777.24
2021,"man",20,158,84,76,0,76,3,38,689.99
2020,"woman",42,164,103,76,0,66.22,3,18,668.97
2019,"nonbinary",30,177,105,73,0,48.47,13,96,598.11
2020,"woman",42,168,91,70,0,65.97,22,71,477.21
2021,"woman",33,163,90,72,0,76.03,10,7,905.74
2022,"man",25,171,95,71,0,91.97,11,72,950.42
2021,"woman",21,184,109,75,0,57.77,3,5,435.97
2022,"woman",27,160,101,71,0,71.87,23,89,615.24
2019,"woman",37,158,88,73,0,61.72,23,36,405.74
2020,"woman",37,162,99,73,0,69.91,17,94,821.64
2020,"nonbinary",41,177,105,70,0,69.26,17,14,589.04
2022,"woman",38,168,93,73,0,78.77,15,67,1005.94
2022,"man",26,168,91,76,0,86.9,3,59,965.8
2021,"man",20,160,109,73,0,63.13,7,97,718.89
2019,"woman",28,177,97,72,0,42.39,18,82,516.34
2020,"woman",42,172,104,73,0,63.78,18,29,782.08
2020,"woman",45,180,94,76,0,66.27,9,4,690.82
2020,"man",43,154,100,71,0,68.56,21,96,495.67
2022,"man",22,168,94,73,0,80.1,23,48,916.98
2019,"woman",20,177,101,70,0,68.62,20,95,525.79
2022,"man",37,164,101,73,0,73.92,5,35,850.02
2022,"woman",29,166,103,73,0,71.11,2,21,723.49
2020,"man",40,153,99,71,0,53.46,6,77,359.4
2020,"woman",44,161,100,75,0,63.39,3,44,688.91
2020,"woman",30,173,102,77,0,68.45,3,90,629.15
2019,"woman",46,158,101,74,0,70.21,11,90,849.25
2019,"woman",46,164,94,77,0,59.91,16,79,777.16
2021,"woman",21,164,94,73,0,65.26,7,7,894.63
2020,"woman",47,177,98,74,0,66.26,8,59,796.38
2019,"woman",32,166,83,71,0,66.53,17,29,613.87
2021,"woman",28,173,97,77,0,63.92,18,98,763.58
2022,"woman",47,168,94,72,0,85.76,2,41,918.76
2019,"woman",23,180,101,71,0,60.46,10,73,555.32
2020,"woman",35,167,105,71,0,68.4,17,33,677.51
2019,"nonbinary",22,161,96,75,0,43.34,2,81,485.59
2022,"nonbinary",36,159,89,77,0,74.46,7,31,671.71
2021,"woman",42,172,95,74,0,63.53,4,71,930.07
2019,"man",24,167,97,73,0,55.79,8,66,595.09
2020,"woman",46,171,96,71,0,73.66,12,77,805.55
2019,"woman",34,169,100,76,0,55.34,22,88,513.87
2021,"woman",18,164,96,71,0,95.93,23,5,832.81
2020,"woman",37,166,99,76,0,62.26,1,17,533.98
2020,"man",28,158,95,73,0,59.62,1,86,549.91
2021,"woman",24,167,105,74,0,73.35,14,87,985.9
2019,"woman",21,173,87,71,0,54.58,11,27,572.12
2019,"woman",29,172,103,70,0,60.34,6,62,539.16
2019,"man",39,167,102,76,0,65.36,12,22,728.09
2020,"man",30,166,101,74,0,70.01,14,57,838.44
2022,"man",20,163,95,73,0,79.67,18,93,1188.38
2020,"woman",20,174,94,73,0,71.73,7,67,896.65
2020,"woman",37,161,100,75,0,75.6,10,27,834.28
2022,"woman",34,174,82,75,0,83.06,10,48,868.14
2021,"woman",41,161,90,76,0,83.15,21,20,800.57
2022,"man",25,165,101,75,0,73.99,17,75,1045.87
2021,"woman",22,165,104,74,0,75.35,18,67,847.19
2022,"man",21,167,95,73,0,63.66,3,66,823.07
2019,"nonbinary",45,171,96,71,0,68.92,17,58,760.12
2019,"woman",29,171,86,72,0,46.45,22,99,480.05
2021,"man",38,157,101,73,0,60.82,16,21,707.41
2021,"woman",24,171,101,76,0,69.89,1,61,724.8
2021,"woman",22,169,94,75,0,58.38,13,42,787.98
2022,"woman",36,162,104,77,0,90.23,20,81,968.77
2019,"man",40,176,99,77,0,69.29,5,14,515.66
2022,"woman",34,169,101,74,0,69.86,23,25,766.92
2020,"woman",35,161,91,74,0,76.54,5,31,756.49
2020,"woman",26,166,97,73,0,58.39,20,22,601.85
2021,"woman",34,169,91,74,0,80.99,19,93,999.58
2021,"woman",23,162,90,72,0,68.72,15,39,823.2
2020,"nonbinary",25,171,103,75,0,69.17,7,68,785.56
2020,"woman",26,170,102,74,0,62.32,13,83,896.7
2021,"woman",39,165,96,75,0,54.13,21,51,708.39
2019,"woman",35,164,100,78,0,48.32,19,50,418.44
2020,"other",43,168,89,77,0,77.63,20,44,687.21
2020,"nonbinary",18,171,100,74,0,69.18,11,79,968.22
2019,"woman",33,166,96,76,0,59.58,23,98,628.27
2019,"woman",38,170,97,69,0,49.24,5,67,435.71
2020,"woman",41,165,94,79,0,57.77,10,3,546.81
2021,"woman",43,160,83,75,0,64.21,18,88,835.24
2021,"woman",39,171,92,74,0,67.08,9,35,854.85
2021,"man",46,160,93,76,0,66.27,11,87,860.88
2022,"woman",40,169,92,74,0,56.68,23,88,726.72
2020,"woman",20,165,91,76,0,61.33,19,54,696.01
2022,"woman",46,176,82,77,0,76.11,15,64,934.35
2019,"woman",44,173,91,75,0,60.99,13,12,635.66
2022,"nonbinary",31,163,104,71,0,70.17,18,53,765.07
2021,"woman",31,168,110,75,0,70.38,11,54,983.51
2022,"woman",32,166,87,75,0,91.76,20,25,854.73
2022,"woman",21,169,91,78,0,86.4,17,37,876.72
2022,"woman",21,184,105,72,0,68.15,6,45,658.22
2019,"woman",45,172,95,75,0,44.08,18,9,621.35
2022,"woman",37,170,91,77,0,71.23,15,60,796.53
2019,"woman",41,166,83,72,0,48.11,2,8,494.64
2021,"woman",23,173,86,77,0,81.87,1,90,717.87
2019,"woman",23,180,87,71,0,59.34,7,83,570.22
2021,"woman",39,168,99,73,0,59.46,14,60,972.14
2022,"woman",25,155,83,73,0,69.46,22,36,674.56
2021,"woman",34,161,104,77,0,57.13,17,17,602.74
2021,"woman",46,164,101,75,0,77.08,4,56,833.9
2022,"woman",38,169,89,77,0,82.3,20,72,858.49
2020,"woman",44,164,95,75,0,73.27,22,5,651.78
2021,"woman",45,157,96,75,0,76.39,16,20,871.77
2021,"nonbinary",18,163,98,75,0,50.97,18,52,789.78
2021,"woman",24,172,86,71,0,52.33,22,30,541.36
2020,"man",20,166,87,76,0,74.67,10,1,911.09
2020,"woman",22,163,88,71,0,69.31,1,29,548.26
2019,"man",47,166,108,72,0,54.98,8,59,763.23
2019,"woman",26,170,104,75,0,56.43,2,67,653.6
2020,"woman",42,163,112,73,0,71.41,24,51,649.21
2021,"woman",44,175,101,71,0,61.8,13,99,751
2021,"nonbinary",43,160,99,74,0,91.28,23,13,819.08
2022,"woman",25,160,90,74,0,68.55,7,46,974.1
2022,"woman",45,168,92,75,0,69.48,2,29,863.79
2021,"man",35,170,96,78,0,75.84,20,70,605.26
2021,"woman",23,168,89,75,0,65.26,0,69,795.55
2019,"woman",24,158,96,73,0,58.27,15,44,565.17
2020,"woman",24,176,94,77,0,55.83,4,7,549.75
2020,"other",28,176,102,71,0,84.87,11,2,687.9
2021,"woman",46,163,102,73,0,76.09,13,80,982.5
2021,"nonbinary",40,172,102,78,0,87.38,5,22,795.94
2020,"woman",46,185,90,72,0,58.83,10,14,537.09
2019,"woman",26,170,96,73,0,NA,10,50,645.95
2022,"woman",31,171,92,74,0,70.27,2,94,864.82
2019,"other",25,163,87,73,0,43.84,20,76,487.96
2022,"woman",29,168,109,73,0,62.85,7,63,900.38
2019,"man",38,165,80,72,0,60.76,7,94,693.65
