"","Position","correct","randomiser.6l9g","Trial.Number","out_degree","in_degree","total_degree","Length","Log_Freq_HAL","Ortho_N","Phono_N","Concreteness_Rating","Age_Of_Acquisition","Female"
"354",5,0,"List1",41,20,11,31,3,7.774,17,33,3.96,7.57,1
"355",6,1,"List2",30,18,12,30,5,7.993,2,16,3.97,6.11,1
"356",6,0,"List1",78,17,6,23,4,8.582,9,13,2.48,8.05,1
"357",2,1,"List2",20,8,9,19,4,8.091,10,19,4.51,6.95,1
"358",4,1,"List1",16,5,2,7,3,8.128,15,21,4.88,6.94,1
"359",3,0,"List2",57,16,1,17,4,7.174,14,22,2.04,7.58,0
"360",2,1,"List2",110,11,11,22,5,7.479,1,3,2.82,6.3,1
"361",4,1,"List1",16,11,13,24,4,8.719,5,11,3.27,6.83,1
"362",5,0,"List2",59,10,12,22,5,8.408,4,6,4.14,8.17,0
"363",4,1,"List2",4,11,17,28,4,7.65,3,4,2.85,8,0
"364",6,0,"List1",36,16,3,19,4,7.148,1,20,3.1,9.26,0
"365",5,0,"List2",23,12,34,46,5,8.722,4,20,2.23,5.11,1
"366",2,1,"List1",98,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"367",5,0,"List2",17,9,15,24,5,8.27,1,10,2.7,8.39,0
"368",1,1,"List1",49,20,2,22,5,8.338,5,11,2.63,8.95,1
"369",3,1,"List1",87,9,20,29,4,7.328,1,8,3.15,7.28,0
"370",3,1,"List1",81,17,4,21,5,7.026,3,14,4.2,9.89,0
"371",3,1,"List2",33,13,8,21,4,9.769,11,12,4.8,7.17,1
"372",4,0,"List1",28,14,14,28,5,8.734,3,8,3.62,8.16,0
"373",6,0,"List1",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"374",4,0,"List2",88,11,32,43,4,7.633,6,12,4.86,8.06,1
"375",2,1,"List2",32,7,6,13,6,5.565,1,0,4.3,8.05,1
"376",1,1,"List1",31,3,6,9,3,6.486,13,13,3.63,6.21,0
"377",5,0,"List1",77,13,17,30,5,8.365,9,9,2.96,4.22,0
"378",5,1,"List2",77,13,98,111,4,8.969,15,21,1.97,5.83,0
"379",1,1,"List1",73,8,5,13,5,9.806,2,4,4,8.53,1
"380",1,1,"List2",73,22,11,33,5,8.571,1,15,4.72,6.42,0
"381",6,0,"List2",60,19,3,22,6,8.515,2,6,3.73,8.076,0
"382",3,0,"List2",75,9,3,12,3,6.601,13,21,3.43,7.94,0
"383",6,0,"List2",18,12,1,13,5,7.65,2,10,4.41,9.42,0
"384",5,0,"List2",53,13,14,27,5,8.828,4,4,4.7,6.33,0
"385",2,0,"List1",110,11,1,12,4,6.763,5,9,2.38,9.28,1
"386",5,1,"List2",119,8,3,11,4,7.92,8,33,4.14,9.12,0
"387",6,1,"List2",18,14,8,22,4,7.705,13,31,4.84,5.83,1
"388",1,1,"List2",103,12,4,16,6,7.851,1,5,2.46,8.37,0
"389",1,0,"List2",25,14,6,20,5,8.587,5,7,4.87,4.21,1
"390",6,0,"List2",72,9,4,13,6,7.564,3,3,4.46,10.21,1
"391",5,0,"List2",83,10,8,18,6,7.627,0,2,4.56,9,1
"392",4,1,"List2",106,14,8,22,5,9.164,2,3,4.81,6.65,1
"393",4,1,"List1",28,11,2,13,4,9.633,5,13,4.36,7.56,0
"394",3,1,"List2",111,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"395",4,0,"List2",40,12,1,13,5,6.582,5,9,3.19,6.11,1
"396",6,1,"List2",96,16,104,120,5,10.136,4,5,4.76,3.95,1
"397",2,1,"List1",20,16,4,20,5,8.404,4,15,4.42,7.16,0
"398",5,1,"List1",53,14,4,18,4,8.139,10,17,3.39,7.74,1
"399",2,0,"List1",74,14,2,16,4,6.989,13,27,4.5,7.6,0
"400",5,0,"List2",71,7,9,16,5,6.061,3,8,2.55,9.64,0
"401",2,1,"List1",116,16,11,27,4,9.609,10,17,4.86,6.37,0
"402",4,0,"List2",4,12,4,16,4,6.642,7,11,4.36,6.11,0
"403",4,1,"List2",10,13,8,21,4,9.769,11,12,4.8,7.17,0
"404",6,0,"List1",12,5,3,8,4,7.682,3,29,4.63,8.53,0
"405",2,0,"List2",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"406",3,1,"List2",63,9,2,11,4,6.69,5,6,4.39,9.82,0
"407",6,0,"List2",96,15,53,68,4,9.211,9,13,3.83,6.16,0
"408",3,0,"List2",93,14,34,48,5,9.76,5,15,2.5,5.47,0
"409",5,0,"List1",101,13,4,17,5,7.024,3,5,3.44,9.74,0
"410",2,0,"List1",110,11,11,23,4,8.438,10,21,4.13,6.05,0
"411",5,0,"List2",95,16,1,17,4,7.174,14,22,2.04,7.58,1
"412",1,1,"List2",85,7,19,26,4,9.038,10,33,4.2,7.11,0
"413",4,1,"List1",100,12,43,55,5,8.321,1,8,4.89,6.53,0
"414",1,1,"List1",61,14,46,60,3,8.322,9,32,2.52,5.32,1
"415",4,1,"List2",10,10,20,30,4,8.747,13,22,3.13,8.79,0
"416",1,1,"List1",61,14,3,17,5,9.437,6,17,3.82,6.72,0
"417",5,0,"List1",23,20,2,22,5,8.338,5,11,2.63,8.95,0
"418",2,1,"List1",80,13,48,61,4,9.813,4,27,4.97,6.67,0
"419",5,0,"List1",65,11,2,13,6,6.56,2,4,3.86,8.18,0
"420",4,1,"List1",88,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"421",6,0,"List1",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"422",5,0,"List1",71,13,17,30,5,8.365,9,9,2.96,4.22,0
"423",4,1,"List1",28,11,4,15,4,6.727,4,15,4.61,8.44,1
"424",4,0,"List2",88,14,34,48,5,9.76,5,15,2.5,5.47,0
"425",1,1,"List1",85,13,48,61,4,9.813,4,27,4.97,6.67,0
"426",3,1,"List1",27,14,4,18,4,8.139,10,17,3.39,7.74,0
"427",4,0,"List1",76,6,12,18,5,8.185,4,19,2.89,6.4,1
"428",5,0,"List1",17,6,8,14,6,6.887,1,2,3.85,9.17,0
"429",4,0,"List1",64,11,22,33,4,9.96,9,1,1.87,7.95,1
"430",4,1,"List1",34,5,2,7,4,6.976,12,11,4.3,5.62,1
"431",1,1,"List2",7,19,14,33,5,8.158,2,9,5,8.47,1
"432",2,0,"List1",14,7,6,13,5,6.922,3,16,4.09,8.7,1
"433",4,0,"List1",4,5,2,7,4,6.976,12,11,4.3,5.62,1
"434",2,0,"List1",38,11,58,69,5,9.72,4,6,4.96,4,0
"435",1,1,"List1",55,16,3,19,4,7.148,1,20,3.1,9.26,0
"436",6,0,"List1",84,18,21,39,4,10.34,8,22,2.54,6.33,0
"437",3,1,"List1",45,11,4,15,4,8.079,5,24,3.83,5.55,1
"438",5,0,"List1",35,13,2,15,5,7.264,3,8,3.93,7.72,0
"439",2,1,"List2",116,9,3,12,3,6.601,13,21,3.43,7.94,0
"440",2,1,"List2",74,13,2,15,3,8.758,18,27,4.11,3.15,1
"441",2,1,"List2",26,10,8,18,6,7.627,0,2,4.56,9,0
"442",3,1,"List2",63,14,8,22,5,9.164,2,3,4.81,6.65,1
"443",2,1,"List1",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"444",3,0,"List2",3,8,3,11,4,8.22,13,17,4.9,8.31,0
"445",5,0,"List2",89,10,8,18,6,7.627,0,2,4.56,9,1
"446",3,1,"List2",39,13,5,18,3,7.291,13,27,4.68,6.8,1
"447",3,1,"List1",63,6,12,18,5,8.185,4,19,2.89,6.4,1
"448",2,0,"List2",20,12,9,21,5,7.396,1,26,3.29,5.47,1
"449",2,1,"List2",56,9,2,11,4,6.69,5,6,4.39,9.82,0
"450",6,1,"List2",102,14,2,16,5,6.652,3,10,3.77,7.63,0
"451",6,0,"List2",102,18,15,33,5,9.311,5,11,4.46,5.61,0
"452",6,0,"List1",60,17,57,74,3,10.491,9,15,2.93,5,1
"453",3,1,"List2",39,10,6,16,4,8.187,6,10,2.79,11.39,1
"454",6,0,"List2",108,11,11,22,5,7.479,1,3,2.82,6.3,0
"455",5,0,"List1",59,5,2,7,4,6.976,12,11,4.3,5.62,0
"456",4,0,"List2",16,10,11,21,4,9.05,11,1,2.41,9.58,0
"457",1,1,"List1",37,18,12,30,4,10.294,16,36,2.25,5.55,1
"458",5,0,"List2",83,11,7,18,5,8.765,3,13,3.19,8.17,0
"459",2,0,"List2",44,7,9,16,5,6.061,3,8,2.55,9.64,1
"460",6,0,"List2",66,7,9,16,5,6.061,3,8,2.55,9.64,1
"461",1,1,"List1",115,15,6,21,5,10.136,8,22,4.7,7.28,0
"462",4,1,"List2",100,10,2,12,5,8.053,2,8,1.86,9,1
"463",3,1,"List2",57,13,2,15,5,8.182,2,9,4,8.26,0
"464",2,1,"List2",38,14,3,17,5,7.509,5,13,4.68,6.776,0
"465",1,1,"List2",31,14,18,32,4,10.218,12,31,4.34,5.94,0
"466",6,0,"List1",90,13,7,20,4,8.039,14,16,4.72,4.67,0
"467",6,0,"List2",12,14,2,16,7,6.974,3,5,3.74,7.94,1
"468",5,1,"List2",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"469",1,1,"List1",55,18,21,39,4,10.34,8,22,2.54,6.33,1
"470",5,0,"List2",83,7,0,7,5,8.659,4,8,2.88,4,1
"471",2,0,"List2",38,7,9,16,5,6.061,3,8,2.55,9.64,0
"472",3,1,"List2",105,11,3,14,4,6.45,3,9,2.27,9.28,0
"473",1,1,"List1",85,13,17,30,5,8.365,9,9,2.96,4.22,1
"474",1,1,"List1",73,14,14,28,5,8.734,3,8,3.62,8.16,0
"475",2,1,"List2",92,19,4,23,5,9.285,3,4,3.74,9.83,1
"476",4,1,"List2",46,7,6,13,6,5.565,1,0,4.3,8.05,1
"477",4,0,"List1",118,12,43,55,5,8.321,1,8,4.89,6.53,0
"478",1,1,"List2",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"479",6,0,"List1",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"480",2,1,"List2",56,12,5,17,5,7.62,2,11,4.93,6.11,1
"481",6,0,"List1",90,13,2,15,5,7.264,3,8,3.93,7.72,1
"482",3,0,"List1",51,11,14,26,4,10.8,9,1,1.87,8.39,0
"483",5,0,"List1",59,14,5,19,3,7.955,14,26,4.62,5.795,0
"484",4,1,"List1",40,11,58,69,5,9.72,4,6,4.96,4,1
"485",4,0,"List1",118,16,4,20,5,7.257,5,12,3.96,7.89,0
"486",1,1,"List1",31,11,8,19,6,7.26,1,5,4.55,11.83,1
"487",3,1,"List2",117,8,4,12,6,8.355,0,7,4.84,4.94,0
"488",5,0,"List1",47,10,5,15,6,8.645,2,14,3.96,4.89,0
"489",5,0,"List1",41,5,2,7,4,6.976,12,11,4.3,5.62,0
"490",1,1,"List1",67,17,11,28,3,8.307,6,8,4.37,5.79,0
"491",3,1,"List2",81,11,3,14,4,6.45,3,9,2.27,9.28,1
"492",5,0,"List1",89,12,5,17,3,8.966,4,3,4.14,9.419,1
"493",2,1,"List1",44,17,11,28,4,8.097,12,27,4.85,6.44,0
"494",4,0,"List1",94,20,11,31,3,7.774,17,33,3.96,7.57,1
"495",6,0,"List2",42,14,2,16,7,6.974,3,5,3.74,7.94,1
"496",4,0,"List2",94,7,3,10,5,8.293,0,5,3.64,8.15,1
"497",1,0,"List2",43,16,9,25,4,8.642,14,30,4.56,5.79,0
"498",2,1,"List2",98,16,53,74,5,9.211,4,5,4.89,8.11,0
"499",2,1,"List2",104,10,2,12,5,8.053,2,8,1.86,9,0
"500",5,1,"List2",107,8,22,30,5,7.795,3,14,3.97,5.94,0
"501",6,0,"List2",30,10,7,17,4,7.35,6,5,4.43,6.95,1
"502",1,1,"List1",103,16,20,36,5,9.474,3,17,4.93,5.05,0
"503",2,0,"List2",104,19,4,23,5,9.285,3,4,3.74,9.83,0
"504",5,0,"List2",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"505",5,1,"List1",53,13,118,131,4,11.196,10,23,4.07,5.17,1
"506",1,1,"List2",1,12,4,16,4,6.642,7,11,4.36,6.11,0
"507",4,0,"List1",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"508",1,0,"List2",67,13,5,18,4,7.291,10,7,3.6,9.58,0
"509",6,0,"List1",36,20,11,31,3,7.774,17,33,3.96,7.57,0
"510",6,1,"List1",72,11,2,13,4,9.633,5,13,4.36,7.56,1
"511",1,1,"List2",79,18,12,30,5,7.993,2,16,3.97,6.11,0
"512",4,1,"List2",112,14,18,32,4,10.218,12,31,4.34,5.94,0
"513",2,1,"List1",20,14,46,60,3,8.322,9,32,2.52,5.32,1
"514",3,0,"List1",75,11,2,13,6,6.56,2,4,3.86,8.18,0
"515",3,1,"List1",15,13,33,46,5,10.3,0,11,1.63,7.62,1
"516",4,1,"List2",22,6,17,23,4,9.955,9,13,3.72,7.4,1
"517",5,0,"List2",71,11,3,14,4,6.45,3,9,2.27,9.28,1
"518",1,1,"List2",49,7,3,10,4,8.824,11,27,4.67,7.68,0
"519",3,0,"List2",87,19,4,23,5,9.285,3,4,3.74,9.83,0
"520",5,1,"List2",77,10,2,12,5,8.053,2,8,1.86,9,1
"521",6,0,"List2",54,18,15,33,5,9.311,5,11,4.46,5.61,0
"522",5,0,"List1",11,16,4,20,5,7.257,5,12,3.96,7.89,0
"523",4,1,"List2",82,10,20,30,4,8.747,13,22,3.13,8.79,0
"524",2,1,"List1",62,13,4,17,5,7.024,3,5,3.44,9.74,1
"525",2,0,"List1",2,12,31,43,4,7.758,11,13,3.14,4.89,1
"526",1,1,"List2",79,9,2,11,5,6.837,3,8,2.47,8.8,1
"527",1,1,"List1",1,15,2,17,7,5.948,0,3,3.77,8.17,1
"528",1,1,"List2",103,9,3,12,3,6.601,13,21,3.43,7.94,1
"529",1,1,"List1",85,11,25,36,5,9.821,4,10,4.87,7.68,0
"530",2,1,"List2",104,14,22,36,5,9.685,0,15,4.04,6.25,0
"531",4,1,"List2",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"532",1,1,"List1",91,18,12,30,4,10.294,16,36,2.25,5.55,1
"533",2,1,"List2",14,11,8,19,5,7.31,2,12,4.86,6.53,1
"534",6,0,"List2",60,13,4,17,6,7.863,1,2,2.61,7.17,0
"535",5,0,"List2",47,12,3,15,5,5.204,2,25,5,9.74,1
"536",4,1,"List1",106,13,7,20,4,8.039,14,16,4.72,4.67,0
"537",5,0,"List2",17,12,1,13,5,7.65,2,10,4.41,9.42,0
"538",5,0,"List2",17,16,10,26,4,8.728,4,23,4.73,11.05,1
"539",2,1,"List2",32,10,10,20,4,8.825,12,16,3.4,10.24,1
"540",3,0,"List2",75,13,10,23,4,9.051,4,35,3.89,7.39,0
"541",4,1,"List2",46,12,0,12,4,8.51,8,14,3.17,3.05,1
"542",6,1,"List2",6,9,22,30,5,7.328,2,12,3.97,5.79,0
"543",2,0,"List1",110,6,6,12,5,6.922,3,16,4.09,8.7,0
"544",3,1,"List1",63,7,33,40,5,8.352,4,15,5,5.26,0
"545",4,1,"List1",64,15,9,24,5,7.302,4,15,4.4,8.5,0
"546",2,0,"List2",14,11,7,18,5,8.765,3,13,3.19,8.17,1
"547",1,1,"List2",43,12,8,20,4,9.216,10,21,3.79,11.06,1
"548",4,0,"List1",58,16,16,32,4,8.931,9,17,4.88,5.5,1
"549",5,1,"List1",95,6,32,38,4,8.443,15,24,2.37,8.05,0
"550",1,1,"List1",67,17,11,28,3,8.307,6,8,4.37,5.79,1
"551",3,0,"List1",105,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"552",3,1,"List2",81,10,10,20,4,8.825,12,16,3.4,10.24,0
"553",2,1,"List1",26,12,10,22,4,9.414,6,24,3.5,7.32,0
"554",5,0,"List1",23,11,4,15,4,8.079,5,24,3.83,5.55,1
"555",6,0,"List1",60,14,4,18,4,8.139,10,17,3.39,7.74,0
"556",2,1,"List2",104,10,11,21,4,9.05,11,1,2.41,9.58,1
"557",1,1,"List1",115,10,25,36,5,9.821,6,13,4,8.79,0
"558",1,1,"List1",61,14,46,60,3,8.322,9,32,2.52,5.32,0
"559",5,0,"List1",41,9,37,46,5,10.106,8,13,5,4.42,1
"560",2,0,"List1",86,10,11,21,5,7.678,2,26,4.07,7.59,0
"561",6,0,"List2",24,12,34,46,5,8.722,4,20,2.23,5.11,1
"562",4,1,"List1",16,11,9,20,5,8.919,0,1,3.64,8.78,0
"563",2,1,"List2",110,11,17,28,4,7.65,3,4,2.85,8,0
"564",4,0,"List2",10,11,98,109,5,9.179,5,4,3.7,4.22,0
"565",1,1,"List1",43,11,12,23,4,8.498,10,27,4.57,6.05,1
"566",1,1,"List2",49,10,12,22,5,8.408,4,6,4.14,8.17,1
"567",6,1,"List2",30,18,12,30,5,7.993,2,16,3.97,6.11,1
"568",5,1,"List1",71,15,12,27,4,6.98,15,23,3.96,7.35,1
"569",1,1,"List1",55,14,18,32,5,7.529,6,19,4.9,5.53,1
"570",3,0,"List1",3,16,68,84,5,10.88,13,10,4.5,4.76,1
"571",1,1,"List2",85,9,2,11,4,6.69,5,6,4.39,9.82,0
"572",1,1,"List2",103,11,8,19,5,7.31,2,12,4.86,6.53,1
"573",5,1,"List2",47,14,8,22,4,7.705,13,31,4.84,5.83,0
"574",5,0,"List2",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"575",5,1,"List2",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"576",4,1,"List2",112,9,4,13,6,7.564,3,3,4.46,10.21,1
"577",5,0,"List2",29,10,8,18,5,8.921,7,13,4,6.94,1
"578",6,0,"List1",12,13,13,26,5,7.878,2,7,2.82,5.83,1
"579",4,1,"List2",22,6,17,23,4,9.955,9,13,3.72,7.4,0
"580",1,0,"List2",49,14,30,44,3,9.767,18,35,1.85,6.74,1
"581",3,1,"List1",27,8,4,12,5,8.3,1,3,3.04,7.79,0
"582",2,1,"List1",110,12,18,30,6,10.954,1,8,4.83,7.06,1
"583",3,1,"List2",33,10,8,18,4,8.498,11,25,4.13,4.95,0
"584",3,0,"List1",21,9,20,29,4,7.328,1,8,3.15,7.28,0
"585",3,0,"List1",63,8,13,21,3,8.078,5,10,4.88,7.68,0
"586",3,1,"List2",9,11,7,18,5,8.765,3,13,3.19,8.17,1
"587",5,0,"List2",53,10,20,30,4,8.747,13,22,3.13,8.79,0
"588",6,1,"List2",90,7,19,26,4,9.038,10,33,4.2,7.11,1
"589",5,0,"List2",77,16,10,26,4,8.728,4,23,4.73,11.05,1
"590",2,0,"List1",104,14,2,16,4,6.989,13,27,4.5,7.6,0
"591",6,1,"List2",54,18,12,30,5,7.993,2,16,3.97,6.11,0
"592",2,1,"List1",2,14,46,60,3,8.322,9,32,2.52,5.32,1
"593",1,1,"List1",67,11,2,13,4,9.633,5,13,4.36,7.56,0
"594",4,1,"List2",34,10,2,12,5,8.053,2,8,1.86,9,0
"595",4,0,"List1",4,11,11,23,4,8.438,10,21,4.13,6.05,1
"596",4,0,"List2",70,13,4,17,3,9.216,3,14,4.64,7.52,0
"597",2,0,"List1",2,3,6,9,3,6.486,13,13,3.63,6.21,0
"598",3,0,"List1",105,13,17,30,5,8.365,9,9,2.96,4.22,0
"599",3,0,"List2",69,10,10,20,4,8.825,12,16,3.4,10.24,1
"600",4,0,"List1",112,15,26,41,4,9.422,9,7,4.96,4.8,0
"601",6,1,"List2",114,15,104,120,4,10.136,5,30,4.76,3.95,1
"602",3,1,"List2",81,9,3,12,3,9.372,17,30,4.17,7.42,0
"603",5,1,"List1",5,6,12,18,5,8.185,4,19,2.89,6.4,0
"604",2,0,"List1",50,14,14,28,5,8.734,3,8,3.62,8.16,0
"605",4,0,"List1",28,13,11,24,3,8.813,16,20,3.92,8.22,1
"606",4,1,"List2",64,12,10,22,5,9.604,2,16,3.83,6.21,1
"607",1,1,"List2",43,12,8,20,4,9.216,10,21,3.79,11.06,0
"608",4,0,"List1",10,18,21,39,4,10.34,8,22,2.54,6.33,0
"609",1,1,"List2",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"610",2,0,"List1",80,13,8,21,4,7.337,15,36,4.41,7.33,1
"611",1,1,"List2",13,12,9,21,5,7.396,1,26,3.29,5.47,0
"612",3,1,"List2",93,10,10,20,4,8.825,12,16,3.4,10.24,0
"613",4,1,"List2",94,10,8,18,6,7.627,0,2,4.56,9,0
"614",1,1,"List1",103,7,1,8,5,6.232,5,14,2.65,9.25,0
"615",3,0,"List1",105,8,4,12,5,8.3,1,3,3.04,7.79,0
"616",2,0,"List2",8,14,22,36,5,9.685,0,15,4.04,6.25,0
"617",4,1,"List1",88,13,33,46,5,10.3,0,11,1.63,7.62,0
"618",2,1,"List2",110,14,2,16,7,6.974,3,5,3.74,7.94,0
"619",1,1,"List2",13,18,21,39,5,8.926,4,11,4.46,7.06,0
"620",3,1,"List2",81,9,3,12,3,6.601,13,21,3.43,7.94,0
"621",1,1,"List1",31,11,4,15,4,6.727,4,15,4.61,8.44,0
"622",6,1,"List1",48,11,13,24,4,8.719,5,11,3.27,6.83,0
"623",6,0,"List1",12,16,4,20,5,7.257,5,12,3.96,7.89,0
"624",5,0,"List1",35,14,5,19,3,7.955,14,26,4.62,5.795,0
"625",6,0,"List2",108,13,2,15,5,8.182,2,9,4,8.26,0
"626",5,0,"List2",5,16,4,19,4,7.81,14,19,3.97,7.33,0
"627",6,0,"List2",72,7,9,16,5,6.061,3,8,2.55,9.64,1
"628",2,1,"List2",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"629",4,1,"List1",100,13,13,26,5,7.878,2,7,2.82,5.83,1
"630",3,0,"List1",33,16,20,36,5,9.474,3,17,4.93,5.05,0
"631",3,1,"List2",87,9,15,24,5,8.27,1,10,2.7,8.39,0
"632",1,1,"List1",67,11,8,19,5,8.919,0,1,3.64,8.78,1
"633",3,0,"List1",15,11,13,24,4,8.719,5,11,3.27,6.83,1
"634",6,0,"List1",18,18,4,22,5,7.51,3,6,3.66,8.84,0
"635",3,1,"List1",9,18,15,32,3,9.062,18,23,4.29,7.05,0
"636",2,1,"List2",38,14,34,48,5,9.76,5,15,2.5,5.47,0
"637",1,0,"List2",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"638",3,1,"List2",45,12,6,18,5,8.331,1,22,3.79,6.62,0
"639",4,1,"List1",112,15,26,41,4,9.422,9,7,4.96,4.8,1
"640",5,0,"List1",11,10,14,24,5,9.632,6,4,3.12,6.05,1
"641",3,1,"List1",3,13,7,20,4,8.039,14,16,4.72,4.67,1
"642",5,0,"List2",101,7,11,18,4,7.191,14,31,4.68,6.8,0
"643",4,0,"List2",70,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"644",3,1,"List1",69,16,20,36,5,9.474,3,17,4.93,5.05,0
"645",2,1,"List2",62,11,2,13,5,8.276,2,4,2.68,5.33,0
"646",3,1,"List1",45,11,13,24,4,8.719,5,11,3.27,6.83,1
"647",2,0,"List2",68,14,6,20,5,8.587,5,7,4.87,4.21,1
"648",5,1,"List1",59,14,5,19,3,7.955,14,26,4.62,5.795,0
"649",4,0,"List1",118,11,11,23,4,8.438,10,21,4.13,6.05,0
"650",4,0,"List1",118,8,13,21,3,8.078,5,10,4.88,7.68,0
"651",6,0,"List2",42,8,3,11,4,8.22,13,17,4.9,8.31,1
"652",3,1,"List2",117,4,3,7,5,6.862,3,4,4.57,7.95,1
"653",6,0,"List2",30,19,3,22,6,8.515,2,6,3.73,8.076,0
"654",3,1,"List2",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"655",2,0,"List1",68,16,4,20,5,8.404,4,15,4.42,7.16,1
"656",5,1,"List1",29,14,3,17,5,9.437,6,17,3.82,6.72,1
"657",4,0,"List1",58,8,13,21,3,8.078,5,10,4.88,7.68,1
"658",1,1,"List2",49,13,10,23,4,9.051,4,35,3.89,7.39,1
"659",1,0,"List2",13,11,11,22,4,8.371,15,34,3.03,7.47,1
"660",2,1,"List1",116,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"661",2,1,"List2",14,11,15,26,3,9.523,10,22,2.89,7.1,0
"662",6,0,"List1",108,8,30,38,3,11.851,5,7,4.37,5.37,0
"663",5,1,"List2",11,12,0,12,4,8.51,8,14,3.17,3.05,1
"664",5,0,"List2",95,9,3,12,3,9.372,17,30,4.17,7.42,0
"665",2,1,"List2",62,12,3,15,5,5.204,2,25,5,9.74,1
"666",5,0,"List1",53,14,5,19,3,7.955,14,26,4.62,5.795,0
"667",2,1,"List2",44,14,3,17,5,7.509,5,13,4.68,6.776,0
"668",2,1,"List1",38,14,8,22,5,9.686,1,3,3.75,7.65,0
"669",1,0,"List2",103,8,4,12,6,8.355,0,7,4.84,4.94,0
"670",4,1,"List2",64,16,9,25,4,8.642,14,30,4.56,5.79,0
"671",1,1,"List2",13,12,9,21,5,7.396,1,26,3.29,5.47,1
"672",4,0,"List1",70,13,48,61,4,9.813,4,27,4.97,6.67,0
"673",2,1,"List1",104,13,118,131,4,11.196,10,23,4.07,5.17,1
"674",3,1,"List2",51,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"675",4,0,"List1",94,14,5,19,4,7.955,14,16,4.62,4.67,1
"676",4,0,"List2",82,16,104,120,5,10.136,4,5,4.76,3.95,0
"677",3,1,"List2",51,14,2,16,7,6.974,3,5,3.74,7.94,0
"678",6,1,"List1",42,18,12,30,4,10.294,16,36,2.25,5.55,1
"679",4,1,"List1",70,14,10,24,5,8.753,4,8,3.45,7.49,0
"680",4,0,"List1",22,10,5,15,6,8.645,2,14,3.96,4.89,0
"681",6,1,"List1",72,17,11,28,4,8.097,12,27,4.85,6.44,0
"682",6,0,"List2",84,12,1,13,5,7.65,2,10,4.41,9.42,1
"683",6,1,"List1",78,9,12,21,5,10.356,1,6,4.3,7.67,0
"684",2,1,"List1",98,10,1,11,3,8.59,14,26,3.67,4.05,0
"685",1,1,"List2",19,11,3,14,4,6.45,3,9,2.27,9.28,0
"686",2,1,"List1",62,12,9,21,5,9.33,3,8,4.59,8.3,0
"687",2,1,"List1",116,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"688",6,0,"List1",60,14,20,34,4,10.721,14,34,3.82,5.26,0
"689",5,0,"List1",107,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"690",1,1,"List2",37,10,2,12,5,8.053,2,8,1.86,9,0
"691",4,0,"List2",10,10,6,16,4,8.187,6,10,2.79,11.39,0
"692",5,0,"List1",89,13,11,24,3,8.813,16,20,3.92,8.22,1
"693",1,1,"List2",61,12,0,12,4,8.51,8,14,3.17,3.05,0
"694",3,0,"List1",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"695",6,0,"List1",114,14,20,34,4,10.721,14,34,3.82,5.26,1
"696",3,1,"List1",81,16,11,27,4,9.609,10,17,4.86,6.37,1
"697",5,0,"List1",59,12,18,30,6,10.954,1,8,4.83,7.06,1
"698",2,1,"List1",38,9,19,28,4,6.741,3,15,3.43,5.79,0
"699",2,1,"List2",44,7,3,10,4,7.682,6,33,4.14,7.58,0
"700",1,1,"List2",7,7,6,13,6,5.565,1,0,4.3,8.05,0
"701",4,0,"List1",70,14,2,16,4,6.989,13,27,4.5,7.6,0
"702",6,1,"List1",78,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"703",3,1,"List1",63,13,15,28,5,7.897,2,11,4.07,8.67,0
"704",2,1,"List2",44,10,9,19,4,8.333,11,15,4.21,4.89,0
"705",4,1,"List1",46,12,3,15,5,7.428,4,3,3.24,8.74,1
"706",1,1,"List1",97,9,12,21,5,10.356,1,6,4.3,7.67,1
"707",3,1,"List1",75,18,4,22,5,7.51,3,6,3.66,8.84,0
"708",6,1,"List1",66,17,4,21,5,7.026,3,14,4.2,9.89,1
